Date;Activity;Details;Time;Involved People
2020-08-20;Work;;00:57:47;
2020-08-20;College,Eat;Breaded meat,Virtual classes ASI;01:58:15;
2020-08-20;Mother's call;;00:41:19;Mother
2020-08-20;Work;;00:21:12;
2020-08-21;Sleep;;08:10:40;
2020-08-21;Cook,Eat;Fries,Eggs;01:21:25;
2020-08-21;College;Practice ASI,Challenge 3 AED;03:39:39;
2020-08-21;Eat;;00:30:00;
2020-08-21;College;Challenge AED;01:22:04;
2020-08-21;Cook,Eat;Oats;00:53:25;
2020-08-21;Work;;01:29:43;
2020-08-21;College,Organize,Training;Virtual classes PPR;02:05:52;
2020-08-22;Cook,Eat,Training;Breaded meat,Fries;01:42:03;
2020-08-22;Sleep;;08:30:00;
2020-08-22;College;Practice ASI;01:04:09;
2020-08-22;Eat;;00:22:00;
2020-08-22;Take clothes for wash;;00:36:24;
2020-08-22;College;Summarize PPR;02:34:38;
2020-08-22;Cook,Eat;Oats;00:26:51;
2020-08-22;College;AED Project 3;01:57:57;
2020-08-22;Cook,Eat,Order and Cleanliness,Relax;;03:52:09;
2020-08-23;Artificial intelligence study;;02:53:17;
2020-08-23;Eat;;00:23:49;
2020-08-23;Sleep;;07:40:07;
2020-08-23;College;Practice ASI;00:11:39;
2020-08-23;Eat;;00:43:17;
2020-08-23;No electricity,Relax;;00:13:54;
2020-08-23;Artificial intelligence study;;02:23:30;
2020-08-23;Cook,Eat;Breaded meat,Fries,Eggs;01:49:04;
2020-08-23;College;Practice ASI;00:39:31;
2020-08-23;Artificial intelligence study;;03:52:18;
2020-08-23;Eat;;00:10:00;
2020-08-23;Artificial intelligence study;;00:46:23;
2020-08-24;Sleep;;07:57:35;
2020-08-24;Cook,Eat;Meat to oven;01:46:50;
2020-08-24;College;Practice PPR;01:05:19;
2020-08-24;Shopping,Cook,Eat;;04:14:51;Ethan
2020-08-24;College;Practice PPR;06:02:22;
2020-08-25;Cook,Eat,Socialize;Breaded meat,Eggs;01:11:55;Ethan
2020-08-25;Sleep;;07:53:54;
2020-08-25;Debit card procedures;;00:14:11;
2020-08-25;College;Summarize PPR;02:09:06;
2020-08-25;Cook,Eat,Socialize;Breaded meat to oven,Mushed potatoes,Eggs;01:20:00;Ethan
2020-08-25;College;Summarize PPR,Survey 2 PPR;03:53:23;
2020-08-25;Music;Record music;00:34:32;
2020-08-25;College,Music,Shopping,Socialize;Record music,Virtual classes PPR;03:19:44;Ethan
2020-08-25;Cook,College,Socialize;Pizza,Practice ASI;01:15:10;Ethan
2020-08-26;College;Practice ASI;01:04:34;
2020-08-26;Eat;;00:24:11;
2020-08-26;Sleep;;08:06:08;
2020-08-26;Coffee;;00:13:14;
2020-08-26;College;Practice ASI;02:13:20;
2020-08-26;College,Cook,Eat,Music;Virtual classes SSL,Steak to oven,Mushed potatoes,Eggs,Record music;03:11:01;
2020-08-26;College;Practice ASI;03:16:35;
2020-08-26;Music;Record music;01:20:54;
2020-08-26;Cook,Eat,Mother's call;;02:10:30;Mother
2020-08-23;Artificial intelligence study;;00:27:47;
2020-08-27;Sleep;;08:05:04;
2020-08-27;College;Practice ASI;02:04:59;
2020-08-27;Music,Eat;Mix;01:00:00;
2020-08-27;Artificial intelligence study;;02:00:00;
2020-08-27;College,Order and Cleanliness;Virtual classes SSL;01:37:02;
2020-08-27;Cook,Eat,Socialize;Fries,Eggs,Salad;01:22:52;Ethan
2020-08-27;Order and Cleanliness;;02:07:01;
2020-08-27;College;Recuperative exam 1 ASI;02:58:18;
2020-08-28;Cook,Eat;Steak to oven,Eggs,Fries;01:38:36;
2020-08-28;Sleep;;07:57:00;
2020-08-28;College;Organize;00:13:19;
2020-08-28;Artificial intelligence study;;02:40:15;
2020-08-28;Shower,Eat,Socialize;;01:12:45;Ethan
2020-08-28;Artificial intelligence study;;03:53:06;
2020-08-28;College,Cook,Eat,Socialize;Omelette,Virtual classes PPR;02:51:00;Ethan
2020-08-29;Socialize,Shopping;;04:30:22;Brody,John,Nick,Nash
2020-08-29;Sleep;;07:51:44;
2020-08-29;College;Project 1 PPR;01:24:38;
2020-08-29;Cook,Eat,Socialize;Omelette;02:52:16;Ethan
2020-08-29;College;Project 1 PPR;04:46:56;
2020-08-29;Cook,Shopping,Eat,Socialize;Omelette;02:32:49;Ethan
2020-08-30;Artificial intelligence study;;00:10:52;
2020-08-30;Sleep;;08:05:32;
2020-08-30;Coffee,Procrastination;;00:15:50;
2020-08-30;College;Project 3 AED;04:33:39;
2020-08-30;Cook,Eat,Socialize;Omelette;01:40:48;Ethan
2020-08-30;College;Project 3 AED;02:28:05;
2020-08-30;Music,Socialize;Practice guitar;05:08:16;Nash,Nick,John,Ron,July
2020-08-31;Cook,Eat;Omelette;01:16:28;
2020-08-31;Sleep;;08:26:21;
2020-08-31;College;Project 3 AED;00:56:27;
2020-08-31;Music;Organize;00:37:00;
2020-08-31;Shopping,Socialize;;00:38:00;Ethan
2020-08-31;Cook,Eat,Socialize;Chicken thigh to oven,Rice;02:04:27;Ethan
2020-08-31;Artificial intelligence study;;02:10:35;
2020-08-31;Artificial intelligence study;;03:00:02;
2020-08-31;Cook,Artificial intelligence study;;01:20:58;
2020-09-01;Eat,Socialize;;01:20:42;Ethan
2020-09-01;Sleep;;07:57:30;
2020-09-01;Artificial intelligence study;;03:02:13;
2020-09-01;Eat;;01:07:08;
2020-09-01;Artificial intelligence study;;02:36:35;
2020-09-01;College,Artificial intelligence study,Eat;Virtual classes PPR;03:51:52;
2020-09-01;Artificial intelligence study;;01:30:40;
2020-09-01;Artificial intelligence study;;00:49:06;
2020-09-02;Sleep;;08:22:37;
2020-09-02;College;Project 1 PPR,Project ASI 2nd submit;02:27:26;
2020-09-02;College,Cook,Eat,Socialize;Virtual classes SSL,Omelette;03:40:32;Ethan
2020-09-02;College;Practice SSL;04:38:17;
2020-09-02;Cook,Eat,Socialize;Omelette;02:33:37;Ethan
2020-09-02;College;Practice SSL;00:09:22;
2020-09-03;Artificial intelligence study;;00:24:29;
2020-09-03;Sleep;;08:17:13;
2020-09-03;Coffee;;00:07:15;
2020-09-03;College;Practice SSL;02:45:30;
2020-09-03;Cook,Socialize,Eat,College;Pasta with meat,Virtual classes AED;03:11:39;Ethan
2020-09-03;College;Virtual classes SSL;02:04:14;
2020-09-03;College;Summarize SSL;01:48:45;
2020-09-03;Eat,Socialize;;01:04:08;Ethan
2020-09-03;College;Virtual classes ASI;02:02:27;
2020-09-03;Mother's call;;00:17:34;Mother
2020-09-04;Artificial intelligence study;;00:49:46;
2020-09-04;Sleep;;07:46:22;
2020-09-04;Coffee;;00:16:20;
2020-09-04;College;Summarize SSL;02:12:35;
2020-09-08;Cook,Eat,Socialize;Pasta with meat;01:52:04;Ethan
2020-09-04;College,Guitar maintenance;Organize;02:32:00;
2020-09-04;Music;Recording;05:00:00;
2020-09-04;College,Cook,Eat,Socialize;Virtual classes PPR,Pasta with meat;02:30:05;Ethan
2020-09-04;Artificial intelligence study;;00:39:09;
2020-09-05;Sleep;;08:43:10;
2020-09-05;Coffee;;00:23:38;
2020-09-05;College;Practice SSL;01:32:19;
2020-09-05;Eat,Socialize;;01:30:52;Ethan
2020-09-05;College;Practice AED;01:53:00;
2020-09-05;College;Practice AED;01:31:13;
2020-09-05;Cook,Eat;Omelette;01:19:14;
2020-09-05;College;Exam 3 AED;02:00:03;
2020-09-05;Artificial intelligence study;;02:01:05;
2020-09-06;Cook,Artificial intelligence study,Eat,Socialize;Meat to oven;01:09:59;Ethan
2020-09-06;Sleep;;08:31:38;
2020-09-06;Artificial intelligence study;;01:55:23;
2020-09-06;Shopping,Cook,Eat,Socialize;Breaded meat,Rice;02:00:00;Ethan
2020-09-06;College;Summarize SSL;04:12:58;
2020-09-06;Mother's call;;00:48:48;
2020-09-07;Sleep;;08:31:28;
2020-09-07;Artificial intelligence study;;01:35:26;
2020-09-07;College;Project ASI,Vitual classes AED;01:07:43;
2020-09-07;Cook,Eat,Socialize;Breaded meat,Rice;02:48:06;Ethan
2020-09-07;College;Summarize SSL,Project ASI;02:59:33;
2020-09-07;College;Virtual classes ASI;01:54:12;
2020-09-07;Cook,Eat,Socialize;;02:38:42;Ethan
2020-09-07;Messages;;00:21:58;
2020-09-07;Artificial intelligence study,Mother's call;;00:44:08;Mother
2020-09-08;Sleep;;08:17:00;
2020-09-08;College;Summarize SSL,Summarize PPR;02:17:29;
2020-09-08;Cook,Eat,Socialize;Omelette;02:20:02;Ethan
2020-09-08;College;Summarize SSL,Survey 3 PPR;02:12:28;
2020-09-08;Artificial intelligence study;;00:34:55;
2020-09-08;College;Virtuales classes PPR;02:37:15;
2020-09-08;Headache,Procrastination;;00:37:16;
2020-09-08;Artificial intelligence study;;00:56:26;
2020-09-09;Cook,Eat,Socialize;Salad;01:43:18;Ethan
2020-09-09;Sleep;;07:30:00;
2020-09-09;Artificial intelligence study;;00:25:56;
2020-09-09;College;Summarize SSL ;01:10:19;
2020-09-09;Eat;;00:25:09;
2020-09-09;College;Project ASI;00:48:00;
2020-09-09;Pay taxes;;00:12:52;
2020-09-09;Shopping,Cook,Eat,Socialize,College;Loaded salad,Virtual classes SSL;03:50:00;Ethan
2020-09-09;Artificial intelligence study;;00:51:17;
2020-09-09;College;Project ASI;02:04:25;
2020-09-09;Artificial intelligence study;;00:40:41;
2020-09-09;College;Project ASI;00:09:04;
2020-09-09;Artificial intelligence study;;02:23:29;
2020-09-10;Cook,Eat,Socialize;Rice,Chicken breast to oven,Salad;01:58:18;Ethan
2020-09-10;Sleep;;07:45:54;
2020-09-10;Artificial intelligence study;;01:27:00;
2020-09-10;College;;00:41:06;
2020-09-10;Cook,Eat,Socialize;Chicken breast to pan,Rice;02:38:07;Ethan
2020-09-10;Artificial intelligence study;;00:15:27;
2020-09-10;College;Virtual classes SSL;01:24:58;
2020-09-10;No internet,Artificial intelligence study;;01:26:28;
2020-09-10;Relax;;00:29:35;
2020-09-10;Shopping,Cook,Eat;Oats;01:09:49;
2020-09-10;College;Virtual classes ASI;01:42:49;
2020-09-11;Artificial intelligence study;;01:16:23;
2020-09-11;Sleep;;08:43:52;
2020-09-11;Artificial intelligence study;;01:22:13;
2020-09-11;Cook,Eat,Relax;Oats;01:08:01;
2020-09-11;Artificial intelligence study;;02:56:54;
2020-09-11;Eat;;00:30:16;
2020-09-11;College;Practice PPR;02:38:21;
2020-09-11;College,Cook,Eat,Training;Virtual classes PPR,Breaded meat,Rice;03:04:41;
2020-09-12;Sleep;;10:16:58;
2020-09-12;College;Practice PPR;03:44:12;
2020-09-12;Eat,Cook,Training;Breaded meat;01:05:48;
2020-09-12;College;Exam 1 PPR;02:36:52;
2020-09-12;Artificial intelligence study;;01:37:26;
2020-09-12;Cook,Eat;Rice;01:46:51;
2020-09-13;Artificial intelligence study;;02:25:10;
2020-09-13;Sleep;;07:36:21;
2020-09-13;College;Practice SSL;01:52:26;
2020-09-13;Cook,Eat,Shopping;Steak to pan,Rice;02:36:19;
2020-09-13;Mother's call;;00:12:03;Mother
2020-09-13;College;Practice SSL;01:15:19;
2020-09-13;Artificial intelligence study;;01:52:10;
2020-09-13;Eat,Relax;;01:50:16;
2020-09-13;Artificial intelligence study;;02:45:33;
2020-09-13;College;Practice SSL;00:44:54;
2020-09-14;Sleep;;08:12:00;
2020-09-14;College;Practice SSL;01:47:46;
2020-09-14;College,Cook,Eat,Training;Virtual classes AED,Steak to pan,Rice;02:24:43;
2020-09-14;College;Practice SSL;02:23:06;
2020-09-14;Eat;;00:31:10;
2020-09-14;College,Relax;Virtual classes ASI;00:22:28;
2020-09-14;Shopping,Procrastination;;00:52:47;
2020-09-14;College;Practice SSL;00:48:00;
2020-09-14;Artificial intelligence study;;01:48:47;
2020-09-15;Sleep,Shopping for headache;;10:00:00;
2020-09-15;College;Practice SSL;03:36:14;
2020-09-15;Shopping,Cook,Eat,Relax;Soup,Breaded soy,Yam;02:58:42;
2020-09-15;College,Training;Virtual classes PPR;01:57:42;
2020-09-15;College;Practice SSL;01:59:51;
2020-09-16;Cook,Eat,Mother's call;Chard soup;01:26:25;Mother
2020-09-16;Sleep;;07:52:19;
2020-09-16;College;Practice SSL,Exam 1 SSL;04:30:00;
2020-09-16;Eat,Relax;;00:57:09;
2020-09-16;Artificial intelligence study;;02:43:02;
2020-09-16;Eat,Relax;;00:57:53;
2020-09-16;Artificial intelligence study;;02:44:19;
2020-09-17;Eat;;00:24:03;
2020-09-17;Sleep;;09:00:48;
2020-09-17;Messages;;00:28:21;Jacob
2020-09-17;Artificial intelligence study;;01:35:07;
2020-09-17;Cook,Eat;Mushed potatoes;01:17:39;
2020-09-17;Work;;00:58:00;
2020-09-17;College,Music;Virtual classes SSL;02:40:43;
2020-09-17;Work;;00:41:43;
2020-09-17;Artificial intelligence study;;01:27:28;
2020-09-17;Shopping;;00:52:24;
2020-09-17;Work;;01:17:43;
2020-09-18;Eat;;00:31:39;
2020-09-18;Sleep;;08:04:23;
2020-09-18;Coffee;;00:17:42;
2020-09-18;Artificial intelligence study;;01:06:47;
2020-09-18;Shopping;;00:41:55;
2020-09-18;Cook,Eat,Shopping;Breaded soy,Mushed potatoes;02:12:41;
2020-09-18;Work;;02:41:27;
2020-09-18;Eat;;00:13:59;
2020-09-18;Work;;01:58:51;
2020-09-18;Eat;;00:19:00;
2020-09-18;Cook,Eat,Training,College;Vitual classes PPR,Breaded soy,Mushed potatoes;02:44:59;
2020-09-19;Work;;01:13:54;
2020-09-19;Sleep;;08:50:21;
2020-09-19;Work;;01:17:40;
2020-09-19;Cook,Eat;Oats;00:26:43;
2020-09-19;Work;;01:55:37;
2020-09-19;Shopping,Eat,Cook;Chicken breast to pan,Mushed potatoes,Eggs;02:56:56;
2020-09-19;Work;;03:33:40;
2020-09-19;Cook,Eat;Chicken breast to pan,Mushed potatoes;01:30:43;
2020-09-19;Work;;00:36:24;
2020-09-20;Sleep;;08:13:33;
2020-09-20;Work;;01:15:46;
2020-09-20;Cook,Eat;Chicken breast to pan,Mushed potatoes;02:19:43;
2020-09-20;Work;;03:54:23;
2020-09-20;Eat;;00:52:54;
2020-09-20;Work;;03:20:53;
2020-09-20;Cook,Eat;Oats;01:41:40;
2020-09-20;Work;;00:30:03;
2020-09-21;Work;;08:14:22;
2020-09-21;College;Project SSL;02:19:08;
2020-09-21;Work;;00:40:16;
2020-09-21;Cook,Eat,Shopping;Chicken breast to pan,Mushed potatoes,Eggs;02:25:38;
2020-09-21;Work;;03:56:50;
2020-09-21;Eat,Cook,Shopping;Chicken breast to pan;01:42:52;
2020-09-21;Artificial intelligence study;;01:01:34;
2020-09-22;Socialize;;03:20:41;Nick,John,July
2020-09-22;Sleep;;07:35:05;
2020-09-22;Artificial intelligence study;;02:08:55;
2020-09-22;Cook,Eat,Relax;Oats;01:23:05;
2020-09-22;Artificial intelligence study;;01:25:46;
2020-09-22;Virtual classes,Cook,Eat,Training;Chicken breast to pan;03:24:41;
2020-09-23;Sleep;;07:40:06;
2020-09-23;College;Project SSL;00:50:02;
2020-09-23;Cook,Eat;Chicken breast to pan;01:03:17;
2020-09-23;College;Project SSL;00:12:39;
2020-09-23;College;Virtual classes SSL;03:57:45;
2020-09-23;College;Summarize ASI,Project SSL;00:23:38;
2020-09-23;Cook,Eat;Oats;00:58:41;
2020-09-23;College;Summarize ASI;02:00:44;
2020-09-23;Artificial intellgence study;;02:08:16;
2020-09-24;Cook,Eat,Mother's call,Artificial intelligence study;;01:49:00;Mother
2020-09-24;Sleep,Disease;;09:57:39;
2020-09-24;Turn in clinic;;06:30:00;
2020-09-25;Sleep,Disease;;14:52:13;
2020-09-25;Shopping,Disease;;02:52:45;
2020-09-25;College;Summarize ASI;02:10:48;
2020-09-25;Cook,Eat,Shopping,Mother's call;;03:02:14;Mother
2020-09-25;College,Music;Virtual classes PPR;00:59:10;
2020-09-26;Find out for pc components;;01:35:04;
2020-09-26;Sleep,Disease;;10:30:20;
2020-09-26;Cook,Eat,Sing,Relax;Lentils burger,Cornmeal,Disease;04:33:59;
2020-09-26;Consult in clinic;;03:38:58;
2020-09-27;Cook,Mother's call,Eat,Messages;Toasts with cheese;05:08:43;Jacob,Mother
2020-09-27;Sleep;;10:21:08;
2020-09-27;Cook,Eat,Mother's call,Disease;Chicken breasts with cheese sandwich;02:53:14;Mother
2020-09-27;College;Summarize ASI;01:25:05;
2020-09-27;Cook,Eat;Chicken breasts with cheese sandwich;01:57:53;
2020-09-28;College;Summarize ASI;01:52:50;
2020-09-28;Cook,Eat;Chicken breasts with cheese sandwich;01:15:00;
2020-09-28;Sleep;;10:09:30;
2020-09-28;Cook,Eat,Disease;;02:17:34;
2020-09-28;Shower,Disease;;01:04:35;
2020-09-28;Turn in clinic,Eat;;03:20:04;
2020-09-28;Facultad,Turn in clinic,Messages;Virtual classes ASI;01:55:31;Jacob
2020-09-28;College;Practice ASI;01:33:12;
2020-09-29;Cook,Eat,Mother's call,Messages;Chicken breast with cheese sandwich;02:20:00;Jacob,Mother
2020-09-29;Sleep;;10:19:07;
2020-09-29;Cook,Eat;Rice,Toasts;01:56:58;
2020-09-29;Order and Cleanliness;;01:02:47;
2020-09-29;College;Practice ASI;00:45:39;
2020-09-29;Cook,Eat;Quince toasts,Tea;00:56:26;
2020-09-29;College,Order and Cleanliness;Virtual classes PPR;03:12:59;
2020-09-29;Cook,Eat,Mother's call;Lentis burgers;01:17:34;Mother
2020-09-29;College;Summarize SSL;00:48:44;
2020-09-30;Sleep;;09:39:06;
2020-09-30;College;Project SSL;00:14:13;
2020-09-30;Cook,Eat,Disease;Quince toasts,Tea;01:49:17;
2020-09-30;College;Project SSL;00:58:00;
2020-09-30;College;Project SSL;00:42:04;
2020-09-30;Cook,Eat,Music;Lentis burgers,Rice with cheese;01:42:52;
2020-09-30;Take clothes for wash;;00:28:12;
2020-09-30;College;Practice PPR;02:59:08;
2020-10-01;Cook,Eat,Mother's call;Rice,Lentis burger sandwich;02:30:13;Mother
2020-10-01;Sleep;;08:50:41;
2020-10-01;Cook,Eat,Unblock card,Shopping;Quince toasts,Tea;02:08:19;
2020-10-01;College;Project 2 PPR;01:25:42;
2020-10-01;College,Order and Cleanliness;Virtual classes SSL;01:19:01;
2020-10-01;Cook,Eat,Shopping;Lentis burgers sandwich;01:14:05;
2020-10-01;Take out clothes,Buy medicines;;01:22:01;
2020-10-01;College;Virtual classes ASI,Project 2 PPR;02:36:00;
2020-10-02;Cook,Eat;Lentis burgers sandwich;02:11:24;
2020-10-02;Sleep,Medical consultation,Disease;;09:36:43;
2020-10-02;Cook,Eat,Buy medicines;Lentis burgers sandwich;03:27:27;
2020-10-02;College;Project 2 PPR;02:31:06;
2020-10-02;College,Sing;Virtual classes PPR;02:35:49;
2020-10-02;Procrastination;;00:35:15;
2020-10-02;College;Project 2 PPR;00:14:20;
2020-10-03;Sleep;;10:19:54;
2020-10-03;College;Summarize SSL;01:16:57;
2020-10-03;Cook,Eat,Shopping;Chicken supreme sandwich;02:14:28;
2020-10-03;Procrastination,Messages;;00:38:05;Jacob
2020-10-03;College;Summarize SSL;02:01:04;
2020-10-03;Shopping;;00:18:12;
2020-10-03;College;Project 2 PPR,Summarize ASI;02:32:47;
2020-10-04;Cook,Eat;Chicken supreme sandwich;00:54:00;
2020-10-04;Sleep;;08:24:28;
2020-10-04;College;Summarize SSL;01:03:44;
2020-10-04;Cook,Eat;Breaded soy;01:57:42;
2020-10-04;College;Summarize SSL;01:27:49;
2020-10-04;Artificial intelligence study;;00:38:00;
2020-10-04;Eat;;00:20:00;
2020-10-04;Artificial intelligence study;;02:10:44;
2020-10-04;Cook,Eat,Training,Relax;Breaded soy,Cornmeal;01:36:27;
2020-10-04;Artificial intelligence study;;02:17:48;
2020-10-05;Sleep;;08:23:13;
2020-10-05;Artificial intelligence study;;00:39:42;
2020-10-05;Cook,Eat,Training;Steak to pan,Rice,Salad,Eggs;02:23:20;
2020-10-05;College;Summarize PPR,Project 2 PPR;00:56:22;
2020-10-05;Artificial intelligence study;;01:11:57;
2020-10-05;College;Virtual classes ASI;01:48:29;
2020-10-05;Artificial intelligence study;;01:39:38;
2020-10-05;Cook,Eat;Steak to pan,Salad,Eggs;01:05:38;
2020-10-05;Artificial intelligence study;;00:10:55;
2020-10-06;Videogames,Socialize;;01:44:57;Tiana,Vincent,Sara,Brody,Raymond
2020-10-06;Sleep;;09:30:00;
2020-10-06;Cook,Eat;Steak to pan,Eggs,Salad;01:21:46;
2020-10-06;College;Summarize PPR,Exam 3 AED ;02:29:05;
2020-10-06;College;Survey 4 PPR;01:17:04;
2020-10-06;College,Shopping,Order and Cleanliness;Virutal classes PPR;03:20:30;
2020-10-06;Eat,Videogames,Socialize;;01:43:01;Tiana,Sara,Brody,Raymond,Tatiana
2020-10-07;College;Summarize ASI;00:57:29;
2020-10-07;Sleep;;09:40:33;
2020-10-07;College;Summarize ASI;00:36:47;
2020-10-07;College,Cook,Eat,Shopping,Relax;Virtual classes SSL,Steak to pan,Ńoquis,Eggs;03:53:05;
2020-10-07;College;Summarize ASI,Practice ASI;02:46:25;
2020-10-07;College;Organize;00:20:52;
2020-10-07;College;Summarize AED;00:23:02;
2020-10-08;Eat,Eat,Training,Shopping,Mother's call;Steak to pan,Eggs,ñoquis;02:49:06;Mother
2020-10-08;Sleep;;08:18:01;
2020-10-08;College;Summarize AED;00:33:31;
2020-10-08;Eat;;00:43:39;
2020-10-08;College;Summarize AED,Challenge 4 AED;03:10:08;
2020-10-08;College,Cook,Eat,Shopping;Ńoquis,Chicken breast to pan,Virtual classes SSL;02:41:13;
2020-10-08;Relax;;00:11:59;
2020-10-08;College;Practice ASI,Virtual classes ASI;03:22:08;
2020-10-08;College;;00:27:22;
2020-10-09;Artificial intelligence study;;00:35:12;
2020-10-09;Sleep;;08:14:24;
2020-10-09;College;Challenge 4 AED;00:08:00;
2020-10-09;Cook,Eat,Shopping;Quince toasts,Tea;01:39:12;
2020-10-09;College;Practice AED;05:32:49;
2020-10-09;Eat;;01:19:32;
2020-10-09;College,Eat,Shopping,Mother's call;;02:43:49;Mother
2020-10-10;Cook,Eat,Training;;02:04:13;
2020-10-10;Sleep;;08:57:00;
2020-10-10;Cook,Order and Cleanliness,Shopping,Eat;;03:15:52;
2020-10-10;College;Project 4 AED;02:09:20;
2020-10-10;Eat;;01:08:21;
2020-10-10;College;Project 4 AED;02:50:57;
2020-10-11;Eat;;01:06:02;
2020-10-11;Sleep;;08:30:00;
2020-10-11;Eat;;00:36:40;
2020-10-11;College;Project 4 AED;01:34:41;
2020-10-11;Eat,Procrastination;;01:20:58;
2020-10-11;College;Project 4 AED;00:37:13;
2020-10-11;College;Summarize SSL;00:58:00;
2020-10-11;Cook,Eat,Training,Shopping;;03:32:22;
2020-10-11;Mother's call;;00:45:45;Mother
2020-10-12;College;Summarize SSL;00:18:30;
2020-10-12;Sleep;;09:00:00;
2020-10-12;Eat;;00:46:12;
2020-10-12;Order and Cleanliness;;02:48:48;
2020-10-12;Music;Recording;03:22:19;
2020-10-12;Cook,Eat;;02:52:53;
2020-10-13;College;Summarize SSL;01:41:59;
2020-10-13;Eat;;01:17:53;
2020-10-13;Sleep;;08:24:07;
2020-10-13;College;Summarize ASI;01:21:34;
2020-10-13;Cook,Eat;Chops to pan,Eggs,Fries;02:14:06;
2020-10-13;Disease;;00:22:02;
2020-10-13;College;Summarize ASI;49:00:00;
2020-10-13;College;Virtual classes PPR;03:31:05;
2020-10-13;Music;Recording;01:48:44;Ron,John,Nick
2020-10-14;Cook,Eat,Training;Chops to pan,Yam;01:26:31;
2020-10-14;Sleep;;08:58:04;
2020-10-14;College,English,Order and Cleanliness;Virtual classes SSL;03:36:54;
2020-10-14;Messages,Music;Recording;00:45:19;Jacob
2020-10-14;College;Summarize ASI;00:27:32;
2020-10-14;Cook,Eat;Steak to pan,Eggs;01:53:04;
2020-10-14;College;Summarize ASI,Project ASI;02:05:02;
2020-10-15;Messages,Eat;;01:49:02;Jacob,Ron,Nick,John
2020-10-15;Sleep;;07:40:00;
2020-10-15;Eat;;00:49:00;
2020-10-15;College;Project ASI;01:07:52;
2020-10-15;Eat;;01:00:00;
2020-10-15;College;Project ASI;00:28:28;
2020-10-15;Travle organization;;00:39:29;
2020-10-15;College,Shopping;Virtual classes SSL;03:06:17;
2020-10-15;Sleep;;01:38:45;
2020-10-15;Cook;Steak to pan,Eggs;00:46:04;
2020-10-15;College;Virtual classes ASI;01:30:54;
2020-10-15;Mother's call;;00:13:40;Mother
2020-10-15;College;Project ASI,Organize;00:38:55;
2020-10-16;Sleep;;10:12:02;
2020-10-16;Eat,Travel preparation;;01:14:14;
2020-10-16;Shopping,Take clothes for wash,Withdraw money;;02:01:50;
2020-10-16;College;Project ASI;01:02:35;
2020-10-16;Cook,Eat;Chicken breast to pan,Salad,Eggs;01:54:53;
2020-10-16;College;Practice ASI;00:50:00;
2020-10-16;College,Training,Take out clothes,Eat;;03:22:42;
2020-10-16;College;Project 4 AED;00:17:00;
2020-10-17;Sleep;;08:16:23;
2020-10-17;Eat;;00:28:29;
2020-10-17;College;;02:27:07;
2020-10-17;Cook,Eat;Rice;01:54:46;
2020-10-17;Relax;;00:32:31;
2020-10-17;College;Exam 4 AED;01:45:13;
2020-10-17;Relax,Eat;;00:39:27;
2020-10-17;College;Practice ASI;02:10:03;
2020-10-18;Artificial intelligence study;;02:44:34;
2020-10-18;Cook,Eat;Bread with melted cheese;01:01:38;
2020-10-18;Sleep;;09:03:45;
2020-10-18;Eat;;01:12:12;
2020-10-18;Mother's call;;00:25:18;Mother
2020-10-18;College;Practice ASI;00:53:00;
2020-10-18;Cook,Eat;Toasts with cheese;00:24:54;
2020-10-18;College;Practice ASI;01:43:11;
2020-10-18;Artificial intelligence study;;00:53:40;
2020-10-18;Cook,Eat,Shopping,Steve's call;;03:03:13;Steve
2020-10-19;Eat;;00:16:43;
2020-10-19;Sleep;;07:42:37;
2020-10-19;Take medicines;;00:20:40;
2020-10-19;College;Practice SSL;01:05:00;
2020-10-19;College;Virtual classes AED;02:05:31;
2020-10-19;Messages,Withdraw money;;01:37:01;
2020-10-20;Order and Cleanliness,Socialize;;10:29:50;Juan Moreno,Nito Fernandez
2020-10-20;Sleep;;08:00:00;
2020-10-20;Shopping,Eat;;01:31:16;
2020-10-20;Order and Cleanliness,Travel preparation;;04:32:17;
2020-10-20;Cancelled travel;;04:26:00;
2020-10-20;College;Practice SSL;00:40:00;
2020-10-20;College;Practice SSL;00:33:50;
2020-10-21;Eat;;00:40:17;
2020-10-21;Sleep;;09:30:00;
2020-10-21;College;Practice SSL;00:39:47;
2020-10-21;Cook,Eat,College,Relax,Order and Cleanliness;Virtual classes SSL,Chops to pan,Fires;02:35:31;
2020-10-21;College;Practice SSL;01:36:52;
2020-10-21;Cook,Eat;Fries;00:49:47;
2020-10-21;College;Project ASI;02:53:12;
2020-10-21;Eat,Mother's call;;01:26:51;Mother
2020-10-22;Sleep;;09:33:04;
2020-10-22;College;Summarize ASI;02:21:09;
2020-10-22;Eat,Travel preparation;;00:54:00;
2020-10-22;College,Sing,Relax;Virtuales classes SSL;02:08:09;
2020-10-22;College;Project ASI,Virtual classes ASI;04:32:39;
2020-10-23;Eat,Training;;01:37:49;
2020-10-23;Sleep;;08:16:17;
2020-10-23;Shopping,Training;;01:06:48;
2020-10-23;Cook,Eat;Toasts with cheese and eggs;01:00:00;
2020-10-24;Travel;From Córdoba to Chubut;24:30:00;
2020-10-24;Eat;;01:02:19;
2020-10-24;College;Summarize ASI;01:20:35;
2020-10-25;Sleep;;08:14:39;
2020-10-25;College;Summarize ASI;00:41:12;
2020-10-25;Eat;;00:40:15;
2020-10-25;College;Summarize ASI;01:47:52;
2020-10-25;Eat,Disease,Relax;;01:27:35;
